UserID.S2,UserID.S1,DOC.S2,DOC.S1,DAYS,DOB,AGE,GENDER.S2,GENDER.S1,EDUCATION.S2,EDUCATION.S1,INCOME.S2,INCOME.S1,UFES1,UFES2,UFES3,UFES4,RETEST1,RETEST2,CSIP_TEXT,CSIP_VAL1,CSIP_VAL2,CSIP_VAL3,CSIP_VAL,CSIP1.2,CSIP2.2,CSIP3.2,CSIP4.2,CSIP5.2,CSIP6.2,CSIP7.2,CSIP8.2,CSIP9.2,CSIP10.2,CSIP11.2,CSIP12.2,CSIP13.2,CSIP14.2,CSIP15.2,CSIP16.2,CSIP17.2,CSIP18.2,CSIP19.2,CSIP20.2,CSIP21.2,CSIP22.2,CSIP23.2,CSIP24.2,CSIP25.2,CSIP26.2,CSIP27.2,CSIP28.2,CSIP29.2,CSIP30.2,CSIP31.2,CSIP32.2,CSIP33.2,CSIP34.2,CSIP35.2,CSIP36.2,CSIP37.2,CSIP38.2,CSIP39.2,CSIP40.2,CSIP41.2,CSIP42.2,CSIP43.2,CSIP44.2,CSIP45.2,CSIP46.2,CSIP47.2,CSIP48.2,CSIP49.2,CSIP50.2,CSIP51.2,CSIP52.2,CSIP53.2,CSIP54.2,CSIP55.2,CSIP56.2,CSIP57.2,CSIP58.2,CSIP59.2,CSIP60.2,CSIP61.2,CSIP62.2,CSIP63.2,CSIP64.2,CSIP8a.2,CSIP19a.2,CSIP32a.2,CSIP34a.2,CSIP44a.2,CSIP54a.2,CSIP1.1,CSIP2.1,CSIP3.1,CSIP4.1,CSIP5.1,CSIP6.1,CSIP7.1,CSIP8.1,CSIP9.1,CSIP10.1,CSIP11.1,CSIP12.1,CSIP13.1,CSIP14.1,CSIP15.1,CSIP16.1,CSIP17.1,CSIP18.1,CSIP19.1,CSIP20.1,CSIP21.1,CSIP22.1,CSIP23.1,CSIP24.1,CSIP25.1,CSIP26.1,CSIP27.1,CSIP28.1,CSIP29.1,CSIP30.1,CSIP31.1,CSIP32.1,CSIP33.1,CSIP34.1,CSIP35.1,CSIP36.1,CSIP37.1,CSIP38.1,CSIP39.1,CSIP40.1,CSIP41.1,CSIP42.1,CSIP43.1,CSIP44.1,CSIP45.1,CSIP46.1,CSIP47.1,CSIP48.1,CSIP49.1,CSIP50.1,CSIP51.1,CSIP52.1,CSIP53.1,CSIP54.1,CSIP55.1,CSIP56.1,CSIP57.1,CSIP58.1,CSIP59.1,CSIP60.1,CSIP61.1,CSIP62.1,CSIP63.1,CSIP64.1,PASS
749793399,1196569173,3/3/2020 18:36,6/26/2019 18:14,251.02,1/17/1989 0:00,31.21,1,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,3,1,1,3,3,2,1,2,0,0,1,3,3,2,1,1,0,0,1,2,2,2,0,0,0,0,1,2,3,2,1,1,0,0,3,2,2,0,0,1,0,0,2,2,0,1,3,3,0,0,0,2,3,1,2,1,2,2,3,3,3,2,1,1,0,0,1,0,3,0,1,0,2,3,3,2,1,2,0,0,1,3,3,3,1,1,1,0,1,2,3,2,1,3,0,0,0,3,3,2,2,1,0,0,2,2,3,1,2,1,0,0,2,2,1,1,3,3,0,0,1,3,3,3,2,2,2,1,2,0,3,2,2,1,0,1
768874779,2062129514,3/26/2020 23:47,9/2/2019 10:45,206.54,10/3/1988 0:00,31.5,0,0,5,5,3,2,1,0,0,0,0,0,1,1,1,1,3,1,0,1,0,1,0,2,1,0,1,1,1,2,1,1,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,0,1,0,1,1,2,0,0,1,2,1,2,1,1,1,0,1,0,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,2,2,2,1,0,0,0,0,2,1,3,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,2,0,0,0,0,0,1,2,2,0,1,1,2,1,2,0,2,0,0,0,1,1,0,2,2,0,1
857583318,162375609,3/5/2020 16:29,6/26/2019 9:20,253.3,5/22/1985 0:00,34.87,1,1,6,6,2,4,,,,,0,0,1,0,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,0,0,0,0,2,2,2,0,1
881481946,472606860,3/5/2020 0:31,7/15/2019 12:15,233.51,6/28/2000 0:00,19.77,0,0,4,4,3,3,0,1,0,0,0,0,1,1,1,1,3,0,0,1,1,3,1,2,1,0,2,3,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,3,2,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,1,1,0,0,0,3,1,3,3,0,1,0,0,0,0,1,0,1,1,1,2,1,2,1,0,1,1,2,2,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,2,2,2,0,1,0,1,1,0,2,0,0,0,0,0,1,2,1,0,0,0,1,2,2,1,2,1,0,0,0,2,1,2,2,1,1
899561168,1065146783,3/3/2020 16:30,6/26/2019 8:11,251.35,10/28/1964 0:00,55.43,1,1,6,6,4,4,,,,,0,0,1,1,1,1,3,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
899949175,740177485,3/7/2020 14:35,6/29/2019 9:18,252.22,5/8/2001 0:00,18.91,0,0,4,4,4,3,0,0,1,0,2,1,1,1,1,1,3,0,0,0,1,1,0,2,0,0,0,1,2,1,3,2,0,0,0,0,2,3,1,0,0,0,0,1,2,3,2,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,2,0,0,0,1,2,2,3,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,2,2,2,0,0,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,3,0,2,0,1,3,1,3,0,3,1,2,2,2,0,1,0,0,0,1
902682671,685575235,3/5/2020 19:01,6/29/2019 16:32,250.1,9/11/1960 0:00,59.56,0,0,6,6,4,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,2,3,2,0,0,0,1,1,0,3,1,1,0,0,0,0,2,0,1,0,0,0,0,2,1,2,2,0,0,0,1,2,1,2,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,3,2,0,0,1,0,0,3,2,0,3,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,1,1,3,1,1,0,0,0,0,1,0,1,0,0,0,0,2,3,3,1,0,1,0,0,2,1,2,0,0,0,0,0,1,3,3,1,0,0,0,1,1,1,3,2,0,0,0,2,0,3,3,2,0
1108218660,177580573,3/4/2020 16:08,6/26/2019 10:25,252.24,1/17/1986 0:00,34.21,1,1,6,6,4,4,0,1,0,0,2,2,1,1,1,1,3,1,1,1,0,1,2,2,1,1,0,0,0,1,0,1,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,2,1,1,1,0,0,1,3,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,1,1,0,0,0,1,2,1,1,0,0,1,0,1,2,2,0,1,0,0,1,2,1,3,1,0,0,1,1,2,1,1,2,1,2,1,0,1,3,1,0,1
1212505895,1153562639,3/4/2020 17:13,6/26/2019 13:51,252.14,11/2/1984 0:00,35.42,0,0,6,6,3,4,0,0,0,1,0,1,1,1,1,1,3,1,0,2,2,0,3,3,2,1,0,1,1,0,3,3,2,2,1,0,1,2,0,2,0,1,0,1,0,1,0,3,2,1,3,3,0,1,3,3,1,1,0,1,2,0,3,3,3,0,0,0,0,1,3,3,3,3,0,0,0,2,2,3,0,1,0,2,3,2,3,2,1,1,0,0,3,3,0,2,1,0,0,0,1,2,3,3,1,0,2,2,0,0,0,1,0,1,0,1,0,0,0,0,1,3,1,0,2,3,1,2,0,0,1,1,2,1,0,0,0,0,0,1,0,2,2,2,1,0,0,1,1,0,0,1
1257284845,1966711868,3/4/2020 21:18,6/27/2019 8:07,251.55,2/7/2001 0:00,19.15,0,0,4,4,1,1,0,0,1,0,0,0,1,1,1,0,2,0,0,2,3,3,1,1,0,0,0,3,3,3,2,0,0,0,0,0,3,2,1,0,0,0,0,3,3,2,3,3,0,0,0,1,3,3,0,2,0,0,0,3,3,2,2,0,0,0,1,3,3,2,1,1,1,0,1,3,3,2,2,1,0,0,1,0,3,3,1,0,0,3,3,3,2,2,0,0,0,3,3,3,2,2,1,0,0,0,3,3,1,2,0,0,0,1,3,2,3,3,0,0,3,1,3,2,1,2,0,0,1,1,2,3,2,3,0,0,1,3,3,3,3,2,0,0,1,3,3,2,3,3,0,1
1322412323,87404529,3/6/2020 10:36,6/26/2019 9:01,254.07,8/23/1985 0:00,34.61,1,1,6,6,4,4,,,,,0,0,1,1,1,0,2,0,0,0,0,2,3,3,2,0,0,0,1,0,2,3,3,0,0,0,0,0,2,3,1,0,0,0,0,2,3,3,2,0,0,0,0,3,3,2,0,0,0,1,1,2,3,2,1,0,0,0,0,3,3,3,0,0,0,0,0,3,3,0,0,1,0,2,0,1,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,2,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,3,2,3,0,0,0,0,0,1,3,1,0,0,0,0,0,3,0,1,1
1347127804,150695848,3/5/2020 22:28,6/26/2019 16:30,253.25,9/10/1982 0:00,37.57,0,0,6,6,3,4,0,0,1,0,0,1,1,1,1,1,3,0,0,1,3,3,2,1,1,0,0,1,3,3,2,0,0,0,0,0,2,1,0,1,0,0,0,2,3,2,1,1,0,0,1,1,1,2,1,2,0,0,0,1,1,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1,1,0,0,2,3,2,2,3,0,0,0,1,3,3,2,0,0,1,0,0,1,0,1,1,0,0,0,2,3,3,3,2,0,0,1,1,2,3,1,1,0,0,0,1,0,1,2,2,0,0,1,3,1,1,1,0,0,0,0,0,3,3,0,0,0,1
1365438080,1753986273,3/4/2020 9:57,6/27/2019 0:07,251.41,10/9/1998 0:00,21.49,0,0,4,4,1,1,0,0,1,0,2,1,1,1,1,1,3,1,0,0,0,3,3,3,0,0,0,0,1,0,2,2,3,0,0,0,1,1,0,3,3,0,0,1,0,1,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,2,3,3,0,0,1,1,3,3,3,2,3,0,0,0,0,2,1,1,0,0,0,0,2,0,3,2,1,1,0,3,2,2,1,0,1,1,2,0,1,1,3,0,0,0,1,2,0,2,3,0,0,1,0,2,3,3,0,0,2,1,1,3,3,3,1,0,0,0,1,1,1,3,0,0,1,0,2,1,1,2,0,0,0,0,0,1,2,2,0,1
1395532516,1651424767,3/3/2020 22:23,6/26/2019 14:45,251.32,7/6/1984 0:00,35.75,0,0,5,5,1,1,0,0,1,0,0,0,1,1,1,1,3,0,0,0,1,1,0,3,3,0,0,0,1,3,0,2,0,0,0,0,1,2,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,0,0,0,2,3,3,1,0,3,2,0,0,0,3,0,2,1,0,2,0,0,1,0,0,0,1,0,0,1,1,3,2,0,0,0,0,3,0,2,0,0,0,0,1,2,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,2,3,3,0,0,2,0,0,0,1,3,0,0,0,0,1
1412035230,1056747017,3/16/2020 13:53,6/27/2019 17:59,262.83,11/3/1977 0:00,42.42,1,1,6,6,4,4,0,0,1,0,0,1,1,1,1,1,3,3,3,0,0,1,0,3,0,0,0,0,0,1,0,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,1,0,1,0,0,1,3,3,0,1,0,1,1,2,0,0,1,0,1,0,0,1,2,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1
1509990557,525183506,3/13/2020 21:14,6/26/2019 11:02,261.43,9/19/1988 0:00,31.54,1,1,5,5,3,2,0,0,1,0,0,0,1,1,1,0,2,0,0,1,1,3,2,1,1,0,0,2,1,1,2,2,2,0,0,3,1,2,1,3,1,0,1,3,0,3,1,1,0,1,1,2,1,0,1,3,0,0,0,1,1,3,2,2,0,0,2,1,2,2,3,2,1,0,2,1,1,3,3,3,0,2,2,1,3,1,3,0,0,1,2,3,3,3,3,0,0,1,2,1,3,2,3,0,0,2,1,3,2,3,3,0,2,3,0,0,3,3,2,0,3,2,2,3,3,1,1,0,3,2,3,2,0,3,0,0,2,0,3,2,3,3,3,2,0,1,1,3,3,1,0,1
1572531385,620799977,3/4/2020 0:32,6/26/2019 8:22,251.67,5/3/1976 0:00,43.92,1,1,6,6,4,4,,,,,2,2,1,1,1,1,3,0,0,1,2,0,2,3,1,0,0,0,2,1,2,3,2,1,0,0,3,3,1,3,1,0,1,2,0,3,3,3,0,0,1,1,1,1,3,3,0,0,0,2,0,2,3,3,1,0,1,2,1,2,3,3,2,1,1,0,0,2,3,1,1,1,0,0,2,1,0,0,0,0,0,2,2,3,3,0,0,1,2,0,3,2,2,1,0,0,1,2,2,3,1,0,1,2,0,2,3,3,1,0,1,0,2,1,3,3,0,0,0,1,1,3,3,3,0,0,1,1,0,3,0,3,1,0,0,0,1,3,3,2,0,1
1590528045,1321694811,3/10/2020 7:22,6/26/2019 21:23,257.42,11/27/1999 0:00,20.35,1,1,3,3,3,3,0,0,1,0,2,2,1,1,1,1,3,1,0,2,3,2,2,1,0,0,0,3,2,2,0,0,0,0,0,0,3,3,0,0,1,0,0,2,1,2,3,1,0,0,0,2,3,0,0,1,0,0,0,2,2,2,0,0,0,0,1,3,2,2,0,0,0,0,2,3,3,3,3,0,0,0,0,0,2,2,0,0,0,1,2,2,2,0,0,0,0,3,3,2,0,1,0,0,0,0,2,3,0,0,0,0,1,0,1,2,3,2,0,0,2,1,2,2,1,1,0,0,0,1,1,1,1,2,0,0,2,3,3,2,2,0,0,0,2,3,3,3,3,0,0,1
1590773000,1359107340,3/3/2020 22:03,6/25/2019 22:52,251.97,9/24/1956 0:00,63.53,0,0,6,6,4,4,,,,,2,2,1,1,1,1,3,1,0,0,0,2,1,3,2,0,1,3,0,0,0,2,1,0,2,0,1,0,2,0,3,0,1,1,0,0,0,1,0,0,1,2,0,1,2,2,2,2,0,0,0,0,2,2,1,0,1,2,1,1,0,1,1,1,2,2,1,1,1,2,0,1,0,1,1,1,1,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,3,3,2,2,3,1,3,2,3,2,3,3,2,1,2,3,3,3,3,3,3,0,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,3,3,1
1595040213,275545953,3/8/2020 10:39,6/26/2019 11:55,255.95,10/28/1991 0:00,28.44,1,1,4,4,4,4,0,0,1,0,0,0,1,1,1,1,3,0,1,3,2,3,0,2,0,1,0,3,2,0,0,1,0,0,0,1,2,0,1,0,1,1,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,1,3,0,0,0,3,0,1,0,2,2,0,2,1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,1,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,1
1600521280,214653630,3/4/2020 7:43,6/26/2019 12:36,251.8,10/21/1993 0:00,26.45,0,0,4,4,3,3,0,0,1,0,0,0,1,1,1,1,3,0,1,1,1,2,2,2,1,0,1,1,1,1,2,1,0,0,0,0,1,1,1,1,0,0,0,1,1,2,2,1,0,0,1,1,1,2,2,1,0,0,0,1,1,2,1,2,0,0,0,1,2,1,2,1,1,0,1,1,2,1,2,1,0,1,0,0,1,1,2,0,0,0,0,1,2,2,2,0,0,1,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,1,0,1,1,2,2,1,1,0,1,0,2,2,2,1,0,1
1696012789,1542070714,3/3/2020 17:37,6/28/2019 8:24,249.38,12/2/1966 0:00,53.34,0,0,5,5,3,3,,,,,2,2,1,1,0,0,1,0,0,0,1,1,2,3,3,0,0,1,1,1,1,3,1,0,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,3,2,0,0,0,2,1,3,0,3,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,1,0,1,1,3,1,0,1,0,0,0,3,2,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,0,0,0,1,2,2,1,0,0,2,1,1,0,3,0,0,1,0,1,1,2,1,0,0
1724068927,1405317040,3/6/2020 8:26,6/26/2019 9:38,253.95,7/2/1991 0:00,28.76,1,1,6,6,4,4,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,1,0,3,0,1,2,0,0,0,2,0,0,0,0,1
1819467940,1831797616,3/5/2020 11:49,6/26/2019 12:45,252.96,3/17/1994 0:00,26.05,0,0,6,6,3,3,0,0,1,0,0,1,1,1,1,0,2,2,1,1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,0,0,1,2,0,2,1,1,1,0,1,2,3,2,0,1,1,1,2,2,1,1,1,0,1,1,2,2,1,1,1,1,1,1,3,2,1,0,0,1,3,3,3,2,2,1,0,1,2,0,2,1,1,2,2,1,2,3,2,1,1,0,1,2,3,3,1,1,1,2,0,0,1,3,2,1,1,1,0,1,2,3,3,2,0,0,1,2,2,3,1,1,1,0,1,2,2,3,3,3,1,1,0,2,3,3,3,1,1,1,3,3,3,3,3,3,1,1
1892446676,970866573,3/4/2020 14:06,6/26/2019 10:11,252.16,3/19/1979 0:00,41.05,0,0,6,6,1,3,0,0,1,0,0,0,1,1,0,0,1,2,2,2,2,2,1,3,1,1,1,1,2,0,1,3,1,2,1,1,2,0,1,1,3,1,0,3,1,0,2,2,0,1,1,1,1,1,1,2,0,0,0,1,0,0,3,2,0,0,1,2,1,0,0,3,3,0,0,2,0,0,2,1,1,1,1,0,2,0,0,2,1,2,1,3,1,2,2,0,1,0,1,1,1,0,2,1,1,0,3,1,2,2,3,1,1,2,0,0,1,3,1,0,1,1,1,1,1,2,0,0,1,1,1,0,2,2,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,2,0,0
1912555729,851774931,3/4/2020 16:51,6/25/2019 23:11,252.74,10/23/1994 0:00,25.45,0,0,6,5,3,1,0,0,1,0,2,2,1,1,1,1,3,1,0,2,3,3,1,1,0,0,2,2,3,3,2,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0,3,3,0,0,3,2,3,1,1,3,0,0,0,3,1,0,1,1,0,0,0,3,3,0,0,1,0,0,0,2,3,1,1,0,0,0,0,0,2,1,0,2,2,2,3,3,0,0,0,0,2,2,3,3,1,0,0,2,0,0,2,1,0,1,0,0,0,2,2,1,3,2,0,0,2,3,3,1,1,2,0,0,0,1,2,2,1,0,1,0,0,2,2,0,0,0,2,0,1,3,2,1,0,0,0,1
1969468943,113429004,3/3/2020 18:31,6/26/2019 18:04,251.02,12/15/1981 0:00,38.3,0,0,4,4,3,3,0,0,1,0,0,0,1,1,1,1,3,1,1,1,0,1,3,3,2,1,1,1,0,0,2,2,3,1,0,1,0,0,1,3,3,1,0,2,0,1,3,3,3,1,1,1,0,2,2,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,3,3,3,0,1,0,3,0,0,3,1,0,0,0,1,1,2,2,0,0,0,0,0,1,1,3,0,0,0,0,1,1,1,2,0,0,0,0,0,2,2,0,0,1,0,0,1,3,3,1,0,0,0,0,1,1,3,0,0,0,0,0,1,1,3,3,0,0,0,0,2,2,2,0,1
1976609945,82853646,3/6/2020 22:07,6/30/2019 10:42,250.48,6/20/1987 0:00,32.79,0,0,6,6,1,1,,,,,2,2,1,1,1,1,3,2,2,2,2,3,2,1,0,0,1,3,2,2,2,1,3,2,0,1,3,2,0,0,2,0,0,1,0,1,3,2,0,0,3,3,3,3,2,1,2,3,2,2,1,1,1,1,0,0,2,1,3,1,1,1,1,0,1,2,1,1,2,2,1,0,1,1,3,2,1,1,2,3,0,3,1,2,0,1,1,2,0,1,1,1,2,2,0,0,1,1,0,0,2,0,0,0,0,1,3,2,0,0,1,3,2,3,2,1,3,3,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,1
2029149676,1285193372,3/5/2020 9:35,6/26/2019 14:54,252.78,2/1/1993 0:00,27.17,1,1,6,5,4,4,0,0,1,0,0,0,1,1,1,1,3,1,1,2,2,0,1,1,0,1,2,1,1,1,1,1,0,1,2,1,1,1,1,0,1,1,1,2,0,1,1,0,1,1,1,3,1,0,1,1,1,1,2,2,1,0,1,1,1,1,1,3,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,2,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1
2043199778,1860254068,3/4/2020 11:20,6/25/2019 20:32,252.62,7/5/1994 0:00,25.75,0,0,5,5,3,4,0,0,1,0,2,2,1,1,1,0,2,0,1,2,2,3,0,2,0,0,0,1,2,3,0,0,0,0,0,1,2,1,1,2,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,3,0,0,0,1,1,2,1,0,0,0,1,3,2,2,0,1,3,0,1,1,2,0,1,1,0,0,1,0,1,1,0,1,0,0,2,1,0,1,1,0,0,1,1,2,0,1,0,1,0,0,1,1,2,2,1,1,0,1,0,0,0,2,0,0,1,1,1,0,0,3,1,0,0,2,0,0,1,1,0,0,0,0,1,1,1,1,2,0,0,1,1,0,1,1,0,1
2076838203,394077157,3/21/2020 16:25,6/27/2019 0:24,268.67,12/23/1989 0:00,30.28,0,0,5,5,4,4,0,0,1,0,0,1,1,1,1,1,3,0,0,0,0,0,2,3,0,0,0,0,0,1,1,3,1,0,0,0,1,0,1,3,2,0,0,0,0,2,2,1,0,0,0,0,0,2,3,2,0,0,0,0,1,2,3,3,0,0,0,2,1,3,1,3,1,0,2,0,1,2,3,1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0,0,0,1,0,1,3,3,0,0,0,0,1,0,2,3,0,1,0,2,0,3,2,2,0,0,1,3,1,2,2,2,0,0,0,1,1,2,3,2,0,0,0,3,1,3,1,3,1,0,2,1,1,3,3,1,0,1
2088062664,1520183,3/4/2020 14:51,7/18/2019 15:45,229.96,2/10/1992 0:00,28.15,0,0,6,6,2,2,0,0,1,0,2,0,1,1,1,1,3,0,1,2,2,3,3,3,0,0,1,3,3,3,2,2,0,0,0,0,2,3,2,1,0,0,0,3,2,2,3,2,0,0,1,2,3,3,2,3,0,1,0,3,2,3,2,2,0,0,1,3,3,3,2,2,1,1,2,2,3,3,3,0,1,0,0,0,2,1,2,1,0,2,2,3,3,3,0,0,0,2,2,3,3,2,0,0,0,1,2,3,2,2,0,0,0,2,2,2,3,2,0,0,1,1,2,2,2,3,0,0,1,1,1,2,2,1,0,0,0,3,3,3,3,2,0,2,2,2,3,3,3,2,0,1
2136005954,2127926967,4/1/2020 14:29,7/30/2019 14:00,246.02,4/27/1984 0:00,35.94,0,0,6,6,4,4,0,0,1,0,0,0,1,1,1,1,3,1,0,0,0,1,0,1,2,1,0,0,0,1,0,2,1,3,0,0,1,0,1,3,3,2,1,0,0,0,0,3,0,2,0,0,1,2,2,3,1,2,0,0,0,0,3,2,1,2,2,1,2,0,0,3,3,2,0,0,0,1,3,3,1,2,1,0,1,0,1,3,3,3,2,2,2,2,1,3,2,1,2,1,3,2,1,2,3,2,2,1,0,0,0,3,3,2,2,2,2,1,1,3,3,2,3,3,3,3,3,3,3,2,3,3,1,1,3,3,1,2,2,2,3,3,2,3,1,1,0,3,3,2,3,1
2137605309,2064946614,3/29/2020 20:12,7/4/2019 9:33,269.44,6/3/1960 0:00,59.84,0,0,6,6,4,4,0,0,0,1,0,0,1,1,1,1,3,2,1,3,2,3,1,2,0,0,0,3,0,2,0,3,2,0,0,0,1,1,1,2,0,0,0,1,0,0,1,2,0,0,1,0,2,1,3,2,0,1,0,2,0,1,3,2,0,0,0,2,2,2,1,3,3,0,1,1,1,0,2,2,0,0,0,0,1,0,1,2,0,1,2,3,1,2,0,0,0,2,3,2,1,2,1,0,0,1,2,3,2,0,0,0,0,2,2,0,0,0,0,0,1,0,2,2,3,2,0,0,2,2,1,2,1,2,0,0,0,3,2,2,2,1,1,0,1,0,1,1,2,1,0,1
